Year;Sample
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2003
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
;2002
